Name,Address,Longitude,Latitude,OperatorID,Connector,Power
Hyrtlgasse,"Hyrtlgasse 22, 1160, Wien",16.326263,48.207607,VNA,type2,11
Hyrtlgasse,"Hyrtlgasse 22, 1160, Wien",16.326263,48.207607,VNA,type2,11
Herbststraße Station 2,"Herbststraße 80-84, 1160, Wien",16.32232,48.207331,VNA,type2,11
Herbststraße Station 2,"Herbststraße 80-84, 1160, Wien",16.32232,48.207331,VNA,type2,11
Herbststraße Station 1,"Herbststraße 39, 1160, Wien",16.32622,48.206026,VNA,type2,11
Herbststraße Station 1,"Herbststraße 39, 1160, Wien",16.32622,48.206026,VNA,type2,11
Fröbelgasse 56,"Fröbelgasse 56, 1160, Wien",16.332239,48.209967,VNA,type2,11
Fröbelgasse 56,"Fröbelgasse 56, 1160, Wien",16.332239,48.209967,VNA,type2,11
Zagorskigasse,"Zagorskigasse 20-22, 1160, Wien",16.316007,48.209191,VNA,type2,11
Zagorskigasse,"Zagorskigasse 20-22, 1160, Wien",16.316007,48.209191,VNA,type2,11
Wildgartenallee 27 - 1,"Wildgartenallee 27, 1120, Wien",16.29679,48.15884,VIE,type2,11
Wildgartenallee 27 - 1,"Wildgartenallee 27, 1120, Wien",16.29679,48.15884,VIE,type2,11
Wildgartenallee 27 - 2,"Wildgartenallee 27, 1120, Wien",16.29679,48.1588,VIE,type2,11
Wildgartenallee 27 - 2,"Wildgartenallee 27, 1120, Wien",16.29679,48.1588,VIE,type2,11
Schloßplatz 1,"Schloßplatz 1, 2361, Laxenburg",16.357316,48.067594,VIE,type2,11
Schloßplatz 1,"Schloßplatz 1, 2361, Laxenburg",16.357316,48.067594,VIE,type2,11
Josef Meinrad Platz,"Josef-Meinrad-Platz 1, 1010, Wien",16.361372,48.209396,VNA,type2,11
Josef Meinrad Platz,"Josef-Meinrad-Platz 1, 1010, Wien",16.361372,48.209396,VNA,type2,11
Opernring,"Opernring 17, 1010, Wien",16.36593,48.20308,VNA,type2,11
Opernring,"Opernring 17, 1010, Wien",16.36593,48.20308,VNA,type2,11
Spar Sagedergasse,"Sagedergasse 13, 1120, Wien",16.319293,48.160868,VIE,ccs,100
Spar Sagedergasse,"Sagedergasse 13, 1120, Wien",16.319293,48.160868,VIE,ccs,100
Hansenstraße,"Hansenstraße 4-6, 1010, Wien",16.358695,48.206191,VNA,type2,11
Hansenstraße,"Hansenstraße 4-6, 1010, Wien",16.358695,48.206191,VNA,type2,11
öff. Wipark - Windmühlgasse,"Windmühlgasse 22, 1060, Wien",16.356194,48.199051,VIE,type2,11
öff. Wipark - Windmühlgasse,"Windmühlgasse 22, 1060, Wien",16.356194,48.199051,VIE,type2,11
öff. Wipark - Windmühlgasse,"Windmühlgasse 22, 1060, Wien",16.356194,48.199051,VIE,type2,11
öff. Wipark - Windmühlgasse,"Windmühlgasse 22, 1060, Wien",16.356194,48.199051,VIE,type2,11
öff. Wipark - Windmühlgasse,"Windmühlgasse 22, 1060, Wien",16.356194,48.199051,VIE,type2,11
